Tile Name,Predicted Class,Slide Name,Tumor Cells (%),Tumor Cells Count,Mitosis (%),Mitosis Count,Karyorrhexis (%),Karyorrhexis Count,Stroma (%),Stroma Count,Final Classification
./tiles_output\NBL-11\tile_10709_38799.jpg,Tumor Cells,NBL-11.svs,44.24,290,18.28,120,20.08,132,17.4,114,Tumor Positive
./tiles_output\NBL-11\tile_10709_39055.jpg,Tumor Cells,NBL-11.svs,37.41,245,21.61,142,22.55,148,18.43,121,Tumor Positive
./tiles_output\NBL-11\tile_10709_39311.jpg,Tumor Cells,NBL-11.svs,41.54,272,18.63,122,22.6,148,17.22,113,Tumor Positive
./tiles_output\NBL-11\tile_10709_39567.jpg,Tumor Cells,NBL-11.svs,35.05,230,16.84,110,28.63,188,19.48,128,Tumor Positive
./tiles_output\NBL-11\tile_10709_39823.jpg,Tumor Cells,NBL-11.svs,33.21,218,20.87,137,27.78,182,18.14,119,Tumor Positive
./tiles_output\NBL-11\tile_10709_40079.jpg,Tumor Cells,NBL-11.svs,31.41,206,17.88,117,27.47,180,23.24,152,Tumor Positive
./tiles_output\NBL-11\tile_10709_40335.jpg,Tumor Cells,NBL-11.svs,33.04,217,21.75,143,21.51,141,23.7,155,Tumor Positive
./tiles_output\NBL-11\tile_10965_36495.jpg,Tumor Cells,NBL-11.svs,37.59,246,17.97,118,20.48,134,23.95,157,Tumor Positive
./tiles_output\NBL-11\tile_10965_36751.jpg,Tumor Cells,NBL-11.svs,38.38,252,19.34,127,17.7,116,24.58,161,Tumor Positive
./tiles_output\NBL-11\tile_10965_37007.jpg,Tumor Cells,NBL-11.svs,47.01,308,16.99,111,17.79,117,18.22,119,Tumor Positive
./tiles_output\NBL-11\tile_10965_37263.jpg,Tumor Cells,NBL-11.svs,41.06,269,14.14,93,23.35,153,21.45,141,Tumor Positive
./tiles_output\NBL-11\tile_10965_37519.jpg,Tumor Cells,NBL-11.svs,41.93,275,16.11,106,16.7,109,25.26,166,Tumor Positive
./tiles_output\NBL-11\tile_10965_37775.jpg,Tumor Cells,NBL-11.svs,35.04,230,15.98,105,28.4,186,20.58,135,Tumor Positive
./tiles_output\NBL-11\tile_10965_38031.jpg,Karyorrhexis,NBL-11.svs,26.0,170,18.84,123,30.03,197,25.13,165,Tumor Positive
./tiles_output\NBL-11\tile_10965_38287.jpg,Tumor Cells,NBL-11.svs,30.51,200,20.49,134,30.21,198,18.78,123,Tumor Positive
./tiles_output\NBL-11\tile_10965_38543.jpg,Tumor Cells,NBL-11.svs,35.35,232,21.3,140,21.52,141,21.83,143,Tumor Positive
./tiles_output\NBL-11\tile_10965_38799.jpg,Tumor Cells,NBL-11.svs,36.73,241,22.98,151,24.15,158,16.14,106,Tumor Positive
./tiles_output\NBL-11\tile_10965_39055.jpg,Tumor Cells,NBL-11.svs,32.11,210,22.76,149,27.79,182,17.34,114,Tumor Positive
./tiles_output\NBL-11\tile_10965_39823.jpg,Tumor Cells,NBL-11.svs,28.74,188,21.44,141,25.37,166,24.45,160,Tumor Positive
./tiles_output\NBL-11\tile_10965_40079.jpg,Tumor Cells,NBL-11.svs,32.41,212,16.66,109,26.97,177,23.96,157,Tumor Positive
./tiles_output\NBL-11\tile_10965_40335.jpg,Tumor Cells,NBL-11.svs,32.57,213,16.59,109,25.32,166,25.52,167,Tumor Positive
./tiles_output\NBL-11\tile_11221_36495.jpg,Tumor Cells,NBL-11.svs,41.51,272,15.65,103,24.05,158,18.79,123,Tumor Positive
./tiles_output\NBL-11\tile_11221_36751.jpg,Tumor Cells,NBL-11.svs,41.7,273,12.92,85,25.45,167,19.93,131,Tumor Positive
./tiles_output\NBL-11\tile_11221_37007.jpg,Tumor Cells,NBL-11.svs,41.95,275,14.58,96,20.55,135,22.91,150,Tumor Positive
./tiles_output\NBL-11\tile_11221_37263.jpg,Tumor Cells,NBL-11.svs,41.75,274,12.02,79,27.28,179,18.95,124,Tumor Positive
./tiles_output\NBL-11\tile_11221_37519.jpg,Tumor Cells,NBL-11.svs,37.57,246,11.42,75,30.41,199,20.59,135,Tumor Positive
./tiles_output\NBL-11\tile_11221_37775.jpg,Tumor Cells,NBL-11.svs,30.79,202,18.78,123,26.73,175,23.69,155,Tumor Positive
./tiles_output\NBL-11\tile_11221_38031.jpg,Karyorrhexis,NBL-11.svs,32.47,213,12.47,82,35.11,230,19.96,131,Tumor Positive
./tiles_output\NBL-11\tile_11221_38287.jpg,Karyorrhexis,NBL-11.svs,29.92,196,12.39,81,38.14,250,19.54,128,Tumor Positive
./tiles_output\NBL-11\tile_11221_38543.jpg,Karyorrhexis,NBL-11.svs,29.63,194,17.09,112,31.24,205,22.04,144,Tumor Positive
./tiles_output\NBL-11\tile_11221_38799.jpg,Tumor Cells,NBL-11.svs,41.49,272,18.91,124,23.29,153,16.32,107,Tumor Positive
./tiles_output\NBL-11\tile_11221_39055.jpg,Tumor Cells,NBL-11.svs,35.83,235,19.52,128,28.18,185,16.46,108,Tumor Positive
./tiles_output\NBL-11\tile_11221_39311.jpg,Tumor Cells,NBL-11.svs,36.96,242,10.37,68,36.65,240,16.01,105,Tumor Positive
./tiles_output\NBL-11\tile_11221_39567.jpg,Tumor Cells,NBL-11.svs,34.04,223,18.85,124,26.75,175,20.36,133,Tumor Positive
./tiles_output\NBL-11\tile_11221_39823.jpg,Tumor Cells,NBL-11.svs,36.32,238,15.64,102,25.35,166,22.68,149,Tumor Positive
./tiles_output\NBL-11\tile_11221_40079.jpg,Tumor Cells,NBL-11.svs,35.87,235,16.26,107,24.73,162,23.14,152,Tumor Positive
./tiles_output\NBL-11\tile_11477_36239.jpg,Tumor Cells,NBL-11.svs,34.93,229,18.11,119,24.06,158,22.9,150,Tumor Positive
./tiles_output\NBL-11\tile_11477_36495.jpg,Tumor Cells,NBL-11.svs,37.05,243,18.43,121,24.13,158,20.4,134,Tumor Positive
./tiles_output\NBL-11\tile_11477_36751.jpg,Tumor Cells,NBL-11.svs,34.5,226,17.12,112,28.46,187,19.91,130,Tumor Positive
./tiles_output\NBL-11\tile_11477_37007.jpg,Tumor Cells,NBL-11.svs,34.24,224,15.52,102,22.58,148,27.67,181,Tumor Positive
./tiles_output\NBL-11\tile_11477_37775.jpg,Tumor Cells,NBL-11.svs,31.93,209,18.8,123,26.97,177,22.29,146,Tumor Positive
./tiles_output\NBL-11\tile_11477_38031.jpg,Tumor Cells,NBL-11.svs,28.86,189,18.88,124,26.62,174,25.64,168,Tumor Positive
./tiles_output\NBL-11\tile_11477_38287.jpg,Karyorrhexis,NBL-11.svs,27.66,181,21.08,138,29.3,192,21.96,144,Tumor Positive
./tiles_output\NBL-11\tile_11477_38543.jpg,Tumor Cells,NBL-11.svs,36.86,242,14.63,96,27.45,180,21.06,138,Tumor Positive
./tiles_output\NBL-11\tile_11477_38799.jpg,Tumor Cells,NBL-11.svs,35.58,233,21.36,140,21.02,138,22.05,145,Tumor Positive
./tiles_output\NBL-11\tile_11477_39055.jpg,Tumor Cells,NBL-11.svs,39.32,258,17.34,114,25.29,166,18.06,118,Tumor Positive
./tiles_output\NBL-11\tile_11477_39311.jpg,Tumor Cells,NBL-11.svs,38.52,252,22.17,145,22.66,149,16.64,109,Tumor Positive
./tiles_output\NBL-11\tile_11477_39567.jpg,Tumor Cells,NBL-11.svs,37.21,244,20.11,132,22.35,146,20.33,133,Tumor Positive
./tiles_output\NBL-11\tile_11477_39823.jpg,Tumor Cells,NBL-11.svs,35.23,231,17.03,112,22.69,149,25.05,164,Tumor Positive
./tiles_output\NBL-11\tile_11477_40079.jpg,Tumor Cells,NBL-11.svs,31.51,207,19.09,125,27.79,182,21.61,142,Tumor Positive
./tiles_output\NBL-11\tile_11733_36239.jpg,Tumor Cells,NBL-11.svs,34.04,223,15.16,99,26.48,174,24.32,159,Tumor Positive
./tiles_output\NBL-11\tile_11733_36495.jpg,Tumor Cells,NBL-11.svs,40.06,263,16.58,109,20.25,133,23.11,151,Tumor Positive
./tiles_output\NBL-11\tile_11733_37775.jpg,Tumor Cells,NBL-11.svs,44.71,293,12.24,80,23.27,153,19.79,130,Tumor Positive
./tiles_output\NBL-11\tile_11733_38031.jpg,Tumor Cells,NBL-11.svs,35.28,231,17.69,116,23.96,157,23.08,151,Tumor Positive
./tiles_output\NBL-11\tile_11733_38287.jpg,Tumor Cells,NBL-11.svs,34.3,225,20.63,135,27.55,181,17.52,115,Tumor Positive
./tiles_output\NBL-11\tile_11733_38543.jpg,Tumor Cells,NBL-11.svs,33.74,221,21.81,143,25.3,166,19.16,126,Tumor Positive
./tiles_output\NBL-11\tile_11733_38799.jpg,Tumor Cells,NBL-11.svs,31.96,209,21.37,140,24.31,159,22.36,147,Tumor Positive
./tiles_output\NBL-11\tile_11733_39055.jpg,Tumor Cells,NBL-11.svs,37.51,246,20.69,136,24.25,159,17.55,115,Tumor Positive
./tiles_output\NBL-11\tile_11733_39311.jpg,Tumor Cells,NBL-11.svs,36.31,238,20.04,131,25.27,166,18.38,120,Tumor Positive
./tiles_output\NBL-11\tile_11733_39567.jpg,Tumor Cells,NBL-11.svs,36.34,238,13.99,92,23.7,155,25.98,170,Tumor Positive
./tiles_output\NBL-11\tile_11989_35983.jpg,Karyorrhexis,NBL-11.svs,26.31,172,20.17,132,29.59,194,23.94,157,Tumor Positive
./tiles_output\NBL-11\tile_11989_36495.jpg,Tumor Cells,NBL-11.svs,45.04,295,16.4,107,23.05,151,15.52,102,Tumor Positive
./tiles_output\NBL-11\tile_11989_38543.jpg,Tumor Cells,NBL-11.svs,37.76,247,16.36,107,27.33,179,18.56,122,Tumor Positive
./tiles_output\NBL-11\tile_11989_38799.jpg,Tumor Cells,NBL-11.svs,37.37,245,17.56,115,22.39,147,22.68,149,Tumor Positive
./tiles_output\NBL-11\tile_11989_39055.jpg,Tumor Cells,NBL-11.svs,33.16,217,17.79,117,26.91,176,22.15,145,Tumor Positive
./tiles_output\NBL-11\tile_11989_39311.jpg,Tumor Cells,NBL-11.svs,31.61,207,19.38,127,22.54,148,26.48,174,Tumor Positive
./tiles_output\NBL-11\tile_11989_39567.jpg,Tumor Cells,NBL-11.svs,28.54,187,23.78,156,21.95,144,25.73,169,Tumor Positive
./tiles_output\NBL-11\tile_12245_22159.jpg,Stroma,NBL-11.svs,22.11,145,24.33,159,23.06,151,30.49,200,Tumor Positive
./tiles_output\NBL-11\tile_12245_35471.jpg,Tumor Cells,NBL-11.svs,29.29,192,20.09,132,27.52,180,23.11,151,Tumor Positive
./tiles_output\NBL-11\tile_12245_36239.jpg,Tumor Cells,NBL-11.svs,38.09,250,18.8,123,26.02,171,17.1,112,Tumor Positive
./tiles_output\NBL-11\tile_12245_38543.jpg,Tumor Cells,NBL-11.svs,31.76,208,19.67,129,24.77,162,23.8,156,Tumor Positive
./tiles_output\NBL-11\tile_12245_38799.jpg,Tumor Cells,NBL-11.svs,32.61,214,19.54,128,21.69,142,26.17,172,Tumor Positive
./tiles_output\NBL-11\tile_12245_39055.jpg,Tumor Cells,NBL-11.svs,35.21,231,19.14,125,24.6,161,21.05,138,Tumor Positive
./tiles_output\NBL-11\tile_12501_35983.jpg,Karyorrhexis,NBL-11.svs,30.5,200,16.85,110,31.0,203,21.65,142,Tumor Positive
./tiles_output\NBL-11\tile_12501_37007.jpg,Karyorrhexis,NBL-11.svs,23.17,152,19.1,125,37.09,243,20.63,135,Tumor Positive
./tiles_output\NBL-11\tile_12501_37263.jpg,Karyorrhexis,NBL-11.svs,22.95,150,18.69,122,34.66,227,23.69,155,Tumor Positive
./tiles_output\NBL-11\tile_12501_38543.jpg,Tumor Cells,NBL-11.svs,27.53,180,24.71,162,23.78,156,23.98,157,Tumor Positive
./tiles_output\NBL-11\tile_12757_12687.jpg,Stroma,NBL-11.svs,22.08,145,24.45,160,23.05,151,30.42,199,Tumor Positive
./tiles_output\NBL-11\tile_12757_35727.jpg,Tumor Cells,NBL-11.svs,33.68,221,15.56,102,26.33,173,24.43,160,Tumor Positive
./tiles_output\NBL-11\tile_12757_36239.jpg,Tumor Cells,NBL-11.svs,36.2,237,18.76,123,23.34,153,21.7,142,Tumor Positive
./tiles_output\NBL-11\tile_12757_36495.jpg,Karyorrhexis,NBL-11.svs,22.92,150,20.15,132,32.99,216,23.95,157,Tumor Positive
./tiles_output\NBL-11\tile_12757_36751.jpg,Karyorrhexis,NBL-11.svs,29.35,192,15.1,99,33.96,223,21.59,141,Tumor Positive
./tiles_output\NBL-11\tile_12757_37007.jpg,Tumor Cells,NBL-11.svs,29.53,194,23.1,151,28.8,189,18.56,122,Tumor Positive
./tiles_output\NBL-11\tile_13013_34191.jpg,Stroma,NBL-11.svs,16.37,107,16.04,105,29.96,196,37.62,247,Tumor Positive
./tiles_output\NBL-11\tile_13013_34959.jpg,Karyorrhexis,NBL-11.svs,26.09,171,21.68,142,30.53,200,21.7,142,Tumor Positive
./tiles_output\NBL-11\tile_13013_35215.jpg,Karyorrhexis,NBL-11.svs,22.16,145,23.36,153,30.77,202,23.71,155,Tumor Positive
./tiles_output\NBL-11\tile_13013_35983.jpg,Tumor Cells,NBL-11.svs,39.58,259,17.19,113,18.82,123,24.41,160,Tumor Positive
./tiles_output\NBL-11\tile_13013_36495.jpg,Tumor Cells,NBL-11.svs,35.17,230,21.54,141,26.6,174,16.69,109,Tumor Positive
./tiles_output\NBL-11\tile_13525_33423.jpg,Tumor Cells,NBL-11.svs,29.93,196,23.39,153,20.93,137,25.75,169,Tumor Positive
./tiles_output\NBL-11\tile_13525_33679.jpg,Tumor Cells,NBL-11.svs,36.12,237,22.34,146,22.26,146,19.28,126,Tumor Positive
./tiles_output\NBL-11\tile_13525_35983.jpg,Tumor Cells,NBL-11.svs,34.19,224,16.91,111,24.44,160,24.46,160,Tumor Positive
./tiles_output\NBL-11\tile_13781_33423.jpg,Tumor Cells,NBL-11.svs,37.95,249,19.03,125,21.33,140,21.69,142,Tumor Positive
./tiles_output\NBL-11\tile_13781_35471.jpg,Mitosis,NBL-11.svs,24.21,159,26.5,174,25.61,168,23.67,155,Tumor Positive
./tiles_output\NBL-11\tile_13781_35727.jpg,Tumor Cells,NBL-11.svs,38.5,252,19.2,126,20.59,135,21.71,142,Tumor Positive
./tiles_output\NBL-11\tile_13781_35983.jpg,Tumor Cells,NBL-11.svs,29.3,192,19.19,126,24.88,163,26.62,174,Tumor Positive
./tiles_output\NBL-11\tile_14037_34703.jpg,Tumor Cells,NBL-11.svs,38.66,253,17.12,112,24.27,159,19.95,131,Tumor Positive
./tiles_output\NBL-11\tile_14293_33935.jpg,Tumor Cells,NBL-11.svs,37.43,245,18.22,119,24.07,158,20.28,133,Tumor Positive
./tiles_output\NBL-11\tile_14293_35471.jpg,Tumor Cells,NBL-11.svs,36.89,242,20.44,134,26.11,171,16.56,109,Tumor Positive
./tiles_output\NBL-11\tile_14293_35727.jpg,Tumor Cells,NBL-11.svs,40.11,263,20.4,134,19.73,129,19.76,129,Tumor Positive
./tiles_output\NBL-11\tile_14549_32143.jpg,Stroma,NBL-11.svs,29.53,194,19.52,128,17.81,117,33.14,217,Tumor Positive
./tiles_output\NBL-11\tile_14549_32399.jpg,Tumor Cells,NBL-11.svs,32.4,212,18.34,120,26.57,174,22.69,149,Tumor Positive
./tiles_output\NBL-11\tile_14549_35471.jpg,Tumor Cells,NBL-11.svs,41.77,274,16.82,110,27.31,179,14.11,92,Tumor Positive
./tiles_output\NBL-11\tile_14549_35727.jpg,Tumor Cells,NBL-11.svs,48.16,316,17.46,114,19.34,127,15.04,99,Tumor Positive
./tiles_output\NBL-11\tile_14805_32143.jpg,Tumor Cells,NBL-11.svs,37.01,243,16.62,109,21.58,141,24.79,162,Tumor Positive
./tiles_output\NBL-11\tile_14805_32399.jpg,Tumor Cells,NBL-11.svs,34.38,225,16.32,107,24.66,162,24.64,161,Tumor Positive
./tiles_output\NBL-11\tile_14805_32911.jpg,Tumor Cells,NBL-11.svs,32.35,212,24.55,161,20.46,134,22.64,148,Tumor Positive
./tiles_output\NBL-11\tile_14805_33167.jpg,Tumor Cells,NBL-11.svs,29.78,195,23.93,157,24.02,157,22.27,146,Tumor Positive
./tiles_output\NBL-11\tile_14805_34959.jpg,Tumor Cells,NBL-11.svs,43.06,282,14.82,97,22.43,147,19.69,129,Tumor Positive
./tiles_output\NBL-11\tile_14805_35215.jpg,Tumor Cells,NBL-11.svs,35.02,230,18.26,120,25.23,165,21.5,141,Tumor Positive
./tiles_output\NBL-11\tile_14805_35471.jpg,Tumor Cells,NBL-11.svs,34.66,227,18.19,119,25.8,169,21.35,140,Tumor Positive
./tiles_output\NBL-11\tile_15061_32143.jpg,Tumor Cells,NBL-11.svs,32.69,214,23.56,154,18.84,123,24.92,163,Tumor Positive
./tiles_output\NBL-11\tile_15061_32911.jpg,Tumor Cells,NBL-11.svs,33.67,221,13.86,91,33.31,218,19.16,126,Tumor Positive
./tiles_output\NBL-11\tile_15061_33167.jpg,Tumor Cells,NBL-11.svs,36.54,239,18.06,118,26.02,171,19.38,127,Tumor Positive
./tiles_output\NBL-11\tile_15061_33423.jpg,Tumor Cells,NBL-11.svs,30.36,199,19.19,126,29.51,193,20.94,137,Tumor Positive
./tiles_output\NBL-11\tile_15061_34447.jpg,Tumor Cells,NBL-11.svs,29.72,195,16.06,105,29.25,192,24.96,164,Tumor Positive
./tiles_output\NBL-11\tile_15061_34703.jpg,Tumor Cells,NBL-11.svs,32.16,211,16.13,106,28.9,189,22.81,149,Tumor Positive
./tiles_output\NBL-11\tile_15061_34959.jpg,Karyorrhexis,NBL-11.svs,30.67,201,19.94,131,31.25,205,18.13,119,Tumor Positive
./tiles_output\NBL-11\tile_15317_31887.jpg,Tumor Cells,NBL-11.svs,30.65,201,19.87,130,28.07,184,21.41,140,Tumor Positive
./tiles_output\NBL-11\tile_15317_32143.jpg,Tumor Cells,NBL-11.svs,34.54,226,18.01,118,22.64,148,24.81,163,Tumor Positive
./tiles_output\NBL-11\tile_15317_32399.jpg,Tumor Cells,NBL-11.svs,44.97,295,16.55,108,18.37,120,20.11,132,Tumor Positive
./tiles_output\NBL-11\tile_15317_32655.jpg,Tumor Cells,NBL-11.svs,33.8,222,16.17,106,28.1,184,21.93,144,Tumor Positive
./tiles_output\NBL-11\tile_15317_32911.jpg,Tumor Cells,NBL-11.svs,34.23,224,16.4,107,25.56,168,23.81,156,Tumor Positive
./tiles_output\NBL-11\tile_15317_33167.jpg,Tumor Cells,NBL-11.svs,36.49,239,18.12,119,23.92,157,21.47,141,Tumor Positive
./tiles_output\NBL-11\tile_15317_33423.jpg,Tumor Cells,NBL-11.svs,31.93,209,17.68,116,23.38,153,27.01,177,Tumor Positive
./tiles_output\NBL-11\tile_15317_33679.jpg,Tumor Cells,NBL-11.svs,32.9,216,25.72,169,21.56,141,19.81,130,Tumor Positive
./tiles_output\NBL-11\tile_15317_34447.jpg,Tumor Cells,NBL-11.svs,34.7,227,23.48,154,20.72,136,21.1,138,Tumor Positive
./tiles_output\NBL-11\tile_15317_34703.jpg,Stroma,NBL-11.svs,26.68,175,24.18,158,18.58,122,30.56,200,Tumor Positive
./tiles_output\NBL-11\tile_15573_31887.jpg,Tumor Cells,NBL-11.svs,30.91,203,17.9,117,23.16,152,28.03,184,Tumor Positive
./tiles_output\NBL-11\tile_15573_32399.jpg,Tumor Cells,NBL-11.svs,35.93,235,23.99,157,23.16,152,16.92,111,Tumor Positive
./tiles_output\NBL-11\tile_15573_32655.jpg,Tumor Cells,NBL-11.svs,29.66,194,20.55,135,24.33,159,25.45,167,Tumor Positive
./tiles_output\NBL-11\tile_15573_33167.jpg,Tumor Cells,NBL-11.svs,31.46,206,17.94,118,27.56,181,23.05,151,Tumor Positive
./tiles_output\NBL-11\tile_15573_33423.jpg,Stroma,NBL-11.svs,23.63,155,19.37,127,24.17,158,32.82,215,Tumor Positive
./tiles_output\NBL-11\tile_15829_32655.jpg,Tumor Cells,NBL-11.svs,35.01,229,18.87,124,26.17,172,19.96,131,Tumor Positive
./tiles_output\NBL-11\tile_15829_32911.jpg,Tumor Cells,NBL-11.svs,30.35,199,17.63,116,27.7,182,24.31,159,Tumor Positive
./tiles_output\NBL-11\tile_15829_33167.jpg,Tumor Cells,NBL-11.svs,37.47,246,15.55,102,24.48,160,22.5,147,Tumor Positive
./tiles_output\NBL-11\tile_15829_38287.jpg,Tumor Cells,NBL-11.svs,36.46,239,17.23,113,15.71,103,30.6,201,Tumor Positive
./tiles_output\NBL-11\tile_15829_38543.jpg,Tumor Cells,NBL-11.svs,35.7,234,12.95,85,27.41,180,23.94,157,Tumor Positive
./tiles_output\NBL-11\tile_15829_38799.jpg,Tumor Cells,NBL-11.svs,31.56,207,15.33,100,25.47,167,27.64,181,Tumor Positive
./tiles_output\NBL-11\tile_16085_32911.jpg,Tumor Cells,NBL-11.svs,37.0,242,23.56,154,18.82,123,20.61,135,Tumor Positive
./tiles_output\NBL-11\tile_16085_38031.jpg,Tumor Cells,NBL-11.svs,28.74,188,20.57,135,25.29,166,25.4,166,Tumor Positive
./tiles_output\NBL-11\tile_16085_38287.jpg,Tumor Cells,NBL-11.svs,30.7,201,15.96,105,29.9,196,23.44,154,Tumor Positive
./tiles_output\NBL-11\tile_16085_38543.jpg,Karyorrhexis,NBL-11.svs,26.96,177,19.07,125,29.05,190,24.93,163,Tumor Positive
./tiles_output\NBL-11\tile_16085_38799.jpg,Tumor Cells,NBL-11.svs,37.9,248,13.84,91,22.86,150,25.4,166,Tumor Positive
./tiles_output\NBL-11\tile_16341_37775.jpg,Tumor Cells,NBL-11.svs,30.58,200,17.01,111,25.05,164,27.35,179,Tumor Positive
./tiles_output\NBL-11\tile_16341_38031.jpg,Tumor Cells,NBL-11.svs,37.92,249,15.63,102,24.61,161,21.84,143,Tumor Positive
./tiles_output\NBL-11\tile_16341_38287.jpg,Karyorrhexis,NBL-11.svs,26.57,174,20.08,132,29.8,195,23.54,154,Tumor Positive
./tiles_output\NBL-11\tile_16341_38543.jpg,Stroma,NBL-11.svs,27.63,181,18.12,119,22.25,146,32.01,210,Tumor Positive
./tiles_output\NBL-11\tile_16341_38799.jpg,Tumor Cells,NBL-11.svs,35.63,234,18.6,122,24.0,157,21.77,143,Tumor Positive
./tiles_output\NBL-11\tile_16341_39055.jpg,Karyorrhexis,NBL-11.svs,23.69,155,25.32,166,27.38,179,23.61,155,Tumor Positive
./tiles_output\NBL-11\tile_16341_39311.jpg,Mitosis,NBL-11.svs,22.32,146,28.8,189,24.51,161,24.37,160,Tumor Positive
./tiles_output\NBL-11\tile_16597_29839.jpg,Karyorrhexis,NBL-11.svs,27.21,178,22.75,149,27.33,179,22.71,149,Tumor Positive
./tiles_output\NBL-11\tile_16597_30863.jpg,Tumor Cells,NBL-11.svs,26.74,175,21.17,139,26.56,174,25.53,167,Tumor Positive
./tiles_output\NBL-11\tile_16597_37519.jpg,Tumor Cells,NBL-11.svs,33.72,221,23.88,156,26.24,172,16.16,106,Tumor Positive
./tiles_output\NBL-11\tile_16597_37775.jpg,Tumor Cells,NBL-11.svs,34.07,223,16.82,110,21.51,141,27.59,181,Tumor Positive
./tiles_output\NBL-11\tile_16597_38031.jpg,Tumor Cells,NBL-11.svs,40.34,264,13.3,87,25.1,164,21.26,139,Tumor Positive
./tiles_output\NBL-11\tile_16597_39311.jpg,Tumor Cells,NBL-11.svs,39.87,261,16.19,106,21.06,138,22.88,150,Tumor Positive
./tiles_output\NBL-11\tile_16853_30607.jpg,Stroma,NBL-11.svs,24.45,160,16.68,109,27.84,182,31.03,203,Tumor Positive
./tiles_output\NBL-11\tile_16853_37519.jpg,Tumor Cells,NBL-11.svs,38.52,252,20.7,136,21.16,139,19.62,129,Tumor Positive
./tiles_output\NBL-11\tile_16853_37775.jpg,Tumor Cells,NBL-11.svs,38.43,252,12.48,82,24.18,158,24.9,163,Tumor Positive
./tiles_output\NBL-11\tile_16853_38031.jpg,Tumor Cells,NBL-11.svs,41.39,271,18.6,122,18.91,124,21.1,138,Tumor Positive
./tiles_output\NBL-11\tile_16853_39567.jpg,Karyorrhexis,NBL-11.svs,25.72,169,18.73,123,32.49,213,23.06,151,Tumor Positive
./tiles_output\NBL-11\tile_17109_30607.jpg,Karyorrhexis,NBL-11.svs,24.17,158,25.44,167,25.59,168,24.8,163,Tumor Positive
./tiles_output\NBL-11\tile_17109_31375.jpg,Karyorrhexis,NBL-11.svs,23.93,157,24.76,162,29.24,192,22.08,145,Tumor Positive
./tiles_output\NBL-11\tile_17109_37263.jpg,Tumor Cells,NBL-11.svs,47.8,313,20.13,132,16.35,107,15.72,103,Tumor Positive
./tiles_output\NBL-11\tile_17109_37519.jpg,Tumor Cells,NBL-11.svs,35.61,233,15.03,99,27.43,180,21.93,144,Tumor Positive
./tiles_output\NBL-11\tile_17109_37775.jpg,Tumor Cells,NBL-11.svs,38.76,254,17.34,114,24.45,160,19.45,127,Tumor Positive
./tiles_output\NBL-11\tile_17109_38031.jpg,Tumor Cells,NBL-11.svs,41.29,271,14.03,92,22.45,147,22.24,146,Tumor Positive
./tiles_output\NBL-11\tile_17365_32399.jpg,Stroma,NBL-11.svs,24.79,162,24.16,158,25.28,166,25.77,169,Tumor Positive
./tiles_output\NBL-11\tile_17365_32911.jpg,Tumor Cells,NBL-11.svs,26.67,175,23.78,156,23.45,154,26.11,171,Tumor Positive
./tiles_output\NBL-11\tile_17365_37263.jpg,Tumor Cells,NBL-11.svs,32.25,211,19.91,130,27.98,183,19.85,130,Tumor Positive
./tiles_output\NBL-11\tile_17365_37519.jpg,Tumor Cells,NBL-11.svs,36.39,238,16.33,107,28.01,184,19.27,126,Tumor Positive
./tiles_output\NBL-11\tile_17365_37775.jpg,Tumor Cells,NBL-11.svs,35.82,235,15.73,103,26.85,176,21.6,142,Tumor Positive
./tiles_output\NBL-11\tile_17365_38031.jpg,Tumor Cells,NBL-11.svs,33.85,222,15.35,101,27.52,180,23.28,153,Tumor Positive
./tiles_output\NBL-11\tile_17621_37263.jpg,Stroma,NBL-11.svs,24.28,159,24.15,158,22.71,149,28.86,189,Tumor Positive
./tiles_output\NBL-11\tile_17621_37519.jpg,Karyorrhexis,NBL-11.svs,29.13,191,17.4,114,31.68,208,21.79,143,Tumor Positive
./tiles_output\NBL-11\tile_17621_37775.jpg,Tumor Cells,NBL-11.svs,31.12,204,24.72,162,24.61,161,19.56,128,Tumor Positive
./tiles_output\NBL-11\tile_17621_39567.jpg,Karyorrhexis,NBL-11.svs,26.59,174,19.34,127,27.05,177,27.02,177,Tumor Positive
./tiles_output\NBL-11\tile_17877_37519.jpg,Tumor Cells,NBL-11.svs,32.78,215,17.62,115,26.53,174,23.07,151,Tumor Positive
./tiles_output\NBL-11\tile_18133_31887.jpg,Tumor Cells,NBL-11.svs,31.74,208,22.35,146,22.45,147,23.46,154,Tumor Positive
./tiles_output\NBL-11\tile_18133_37775.jpg,Tumor Cells,NBL-11.svs,44.58,292,19.29,126,20.58,135,15.55,102,Tumor Positive
./tiles_output\NBL-11\tile_18133_38543.jpg,Stroma,NBL-11.svs,24.82,163,16.71,110,23.72,155,34.75,228,Tumor Positive
./tiles_output\NBL-11\tile_18389_37519.jpg,Mitosis,NBL-11.svs,30.99,203,33.7,221,14.16,93,21.15,139,Tumor Positive
./tiles_output\NBL-11\tile_18389_37775.jpg,Tumor Cells,NBL-11.svs,34.24,224,29.06,190,16.44,108,20.26,133,Tumor Positive
./tiles_output\NBL-11\tile_18389_40079.jpg,Tumor Cells,NBL-11.svs,30.25,198,19.56,128,26.86,176,23.33,153,Tumor Positive
./tiles_output\NBL-11\tile_18901_28303.jpg,Tumor Cells,NBL-11.svs,29.19,191,21.19,139,21.16,139,28.46,187,Tumor Positive
